date,restaurant,planned_hours,actual_hours,budget,sells
2020-02-05,Jack Rabbit,168,43,4678.68,3353.88
2020-02-06,Copacabana,288,16,1125.39,4855.6
2020-02-06,Noodle Bar,175,64,4183.4,4761.18
2020-02-06,Jack Rabbit,97,65,955.9,817.0
2020-02-07,Copacabana,178,189,782.08,4717.22
2020-02-07,Noodle Bar,81,235,3998.87,44.69
2020-02-07,Jack Rabbit,103,113,3378.71,1375.07
2020-02-08,Copacabana,111,281,1364.75,2870.71
2020-02-08,Noodle Bar,80,19,1520.62,505.29
2020-02-08,Jack Rabbit,15,170,4029.59,4670.52
2020-02-09,Copacabana,34,296,3618.61,4582.35
2020-02-09,Noodle Bar,71,93,265.18,1237.24
2020-02-09,Jack Rabbit,274,108,2038.55,413.03
2020-02-10,Copacabana,270,259,79.33,998.7
2020-02-10,Noodle Bar,54,286,1486.47,3715.58
2020-02-10,Jack Rabbit,31,84,3868.99,1530.78
2020-02-11,Copacabana,44,15,1752.15,1402.77
2020-02-11,Noodle Bar,225,249,776.69,1862.61
2020-02-11,Jack Rabbit,266,292,1494.42,1413.27
2020-02-12,Copacabana,252,293,3615.34,701.13
2020-02-12,Noodle Bar,134,7,2128.67,4460.26
2020-02-12,Jack Rabbit,148,166,801.91,1047.01
2020-02-13,Copacabana,95,190,586.45,673.6
2020-02-13,Noodle Bar,85,174,3511.46,1229.46
2020-02-13,Jack Rabbit,107,279,4047.71,3573.22
2020-02-14,Copacabana,239,287,901.26,2891.2
2020-02-14,Noodle Bar,166,5,2160.87,3573.32
2020-02-14,Jack Rabbit,282,50,4465.37,2502.19
2020-02-15,Copacabana,214,295,4630.51,1940.68
2020-02-15,Noodle Bar,128,294,4209.64,1547.67
2020-02-15,Jack Rabbit,233,170,1788.76,2861.51
2020-02-16,Copacabana,9,96,1371.34,4486.19
2020-02-16,Noodle Bar,53,200,219.99,4835.84
2020-02-16,Jack Rabbit,107,19,4320.96,2299.96
2020-02-17,Copacabana,155,59,4573.82,395.35
2020-02-17,Noodle Bar,23,113,2523.32,4982.62
2020-02-17,Jack Rabbit,158,58,1279.94,2113.17
2020-02-18,Copacabana,134,183,924.7,2116.26
2020-02-18,Noodle Bar,4,36,1173.63,765.77
2020-02-18,Jack Rabbit,71,215,3676.39,2702.68
2020-02-19,Copacabana,100,117,1078.28,3128.49
2020-02-19,Noodle Bar,283,66,1007.09,4075.06
2020-02-19,Jack Rabbit,240,10,4794.65,730.31
2020-02-20,Copacabana,282,275,800.69,3349.32
2020-02-20,Noodle Bar,138,16,2886.87,1221.79
2020-02-20,Jack Rabbit,152,39,2968.6,3754.92
2020-02-21,Copacabana,45,42,3292.21,3886.14
2020-02-21,Noodle Bar,149,260,3074.61,2422.41
2020-02-21,Jack Rabbit,226,136,1700.59,683.49
2020-02-22,Copacabana,37,111,3428.29,778.63
2020-02-22,Noodle Bar,148,87,151.08,2542.89
2020-02-22,Jack Rabbit,263,46,1545.12,3357.43
2020-02-23,Copacabana,143,76,905.08,2019.14
2020-02-23,Noodle Bar,24,47,2574.08,1303.73
2020-02-23,Jack Rabbit,131,13,3606.53,4624.75
2020-02-24,Copacabana,259,136,1621.6,174.67
2020-02-24,Noodle Bar,83,30,4426.26,976.24
2020-02-24,Jack Rabbit,203,185,2100.63,4649.13
2020-02-25,Copacabana,111,46,1143.87,3963.1
2020-02-25,Noodle Bar,296,208,2570.13,2920.57
2020-02-25,Jack Rabbit,110,233,786.32,4850.96
2020-02-26,Copacabana,277,32,3481.55,1684.84
2020-02-26,Noodle Bar,6,1,597.53,745.28
2020-02-26,Jack Rabbit,272,287,1582.33,2966.66
2020-02-27,Copacabana,98,22,4148.23,2458.45
2020-02-27,Noodle Bar,3,76,4145.94,3502.44
2020-02-27,Jack Rabbit,3,11,131.64,4276.92
2020-02-28,Copacabana,187,37,2450.91,2249.47
2020-02-28,Noodle Bar,115,56,778.42,2954.45
2020-02-28,Jack Rabbit,183,253,4851.86,2820.69
2020-02-29,Copacabana,78,75,325.42,3287.44
2020-02-29,Noodle Bar,126,12,3253.23,2725.75
2020-02-29,Jack Rabbit,52,87,3389.95,550.91
2020-03-01,Copacabana,94,185,727.23,1760.01
2020-03-01,Noodle Bar,78,281,2844.42,772.59
2020-03-01,Jack Rabbit,121,5,4664.06,3836.66
2020-03-02,Copacabana,271,246,2445.05,4101.37
2020-03-02,Noodle Bar,265,135,4366.38,3933.16
2020-03-02,Jack Rabbit,264,45,4049.34,3034.83
2020-03-03,Copacabana,88,159,1298.02,1620.64
2020-03-03,Noodle Bar,207,15,4270.97,4946.29
2020-03-03,Jack Rabbit,32,73,2594.82,3740.14
2020-03-04,Copacabana,61,210,1462.84,770.01
2020-03-04,Noodle Bar,255,68,4862.57,1384.89
2020-03-04,Jack Rabbit,128,74,2302.33,2276.03
2020-03-05,Copacabana,12,41,3398.03,2985.12
2020-03-05,Noodle Bar,125,276,1699.75,3800.79
2020-03-05,Jack Rabbit,77,0,1658.38,732.1
2020-03-06,Copacabana,242,76,1201.11,3679.77
2020-03-06,Noodle Bar,218,151,912.17,825.26
2020-03-06,Jack Rabbit,6,91,4526.61,401.73
2020-03-07,Copacabana,150,153,2171.89,3909.37
2020-03-07,Noodle Bar,227,283,1012.23,2057.09
2020-03-07,Jack Rabbit,49,220,2922.03,3213.93
2020-03-08,Copacabana,90,265,3860.65,1030.75
2020-03-08,Noodle Bar,236,255,3792.79,4522.33
2020-03-08,Jack Rabbit,71,42,826.0,889.46
2020-03-09,Copacabana,152,282,4596.23,4618.8
2020-03-09,Noodle Bar,11,215,4695.54,4339.88
2020-03-09,Jack Rabbit,99,105,402.75,4069.29
2020-03-10,Copacabana,6,297,2598.35,1233.05
2020-03-10,Noodle Bar,218,55,1262.09,3242.76
2020-03-10,Jack Rabbit,191,143,2338.04,2908.11
2020-03-11,Copacabana,65,165,1662.87,3399.7
2020-03-11,Noodle Bar,69,1,2237.82,4482.67
2020-03-11,Jack Rabbit,181,45,2049.1,3063.58
2020-03-12,Copacabana,232,166,636.0,2856.29
2020-03-12,Noodle Bar,22,277,3593.49,121.38
2020-03-12,Jack Rabbit,45,109,3477.7,213.45
2020-03-13,Copacabana,298,153,3628.85,1787.66
2020-03-13,Noodle Bar,131,121,1716.05,1088.5
2020-03-13,Jack Rabbit,132,80,2034.65,2494.25
2020-03-14,Copacabana,5,73,1521.01,2285.72
2020-03-14,Noodle Bar,83,77,707.71,3478.55
2020-03-14,Jack Rabbit,214,197,2362.88,3128.13
2020-03-15,Copacabana,281,148,860.06,3149.56
2020-03-15,Noodle Bar,85,39,4768.15,3452.52
2020-03-15,Jack Rabbit,124,72,4931.56,420.32
2020-03-16,Copacabana,33,258,214.07,3299.81
2020-03-16,Noodle Bar,48,235,3378.78,205.52
2020-03-16,Jack Rabbit,212,295,4367.55,1154.77
2020-03-17,Copacabana,136,140,4821.58,807.35
2020-03-17,Noodle Bar,161,282,1319.82,2501.33
2020-03-17,Jack Rabbit,246,3,3773.62,371.33
2020-03-18,Copacabana,142,20,894.49,3736.71
2020-03-18,Noodle Bar,87,163,55.92,222.04
2020-03-18,Jack Rabbit,13,171,226.63,2360.27
2020-03-19,Copacabana,163,191,1445.19,3180.51
2020-03-19,Noodle Bar,278,261,3581.96,529.65
2020-03-19,Jack Rabbit,4,141,961.61,2930.21
2020-03-20,Copacabana,162,154,2726.9,2326.4
2020-03-20,Noodle Bar,276,240,2409.42,318.06
2020-03-20,Jack Rabbit,81,2,122.5,1043.33
2020-03-21,Copacabana,279,182,2106.51,2742.52
2020-03-21,Noodle Bar,292,234,3864.42,3166.47
2020-03-21,Jack Rabbit,290,177,2618.58,4606.81
2020-03-22,Copacabana,23,82,4911.98,1158.58
2020-03-22,Noodle Bar,268,122,763.28,4312.07
2020-03-22,Jack Rabbit,160,147,4163.44,1117.22
2020-03-23,Copacabana,162,269,4816.34,407.46
2020-03-23,Noodle Bar,105,214,4492.09,1632.52
2020-03-23,Jack Rabbit,270,218,3854.37,3989.06
2020-03-24,Copacabana,67,156,1452.34,3121.95
2020-03-24,Noodle Bar,190,132,4119.93,857.96
2020-03-24,Jack Rabbit,223,222,4590.68,313.09
2020-03-25,Copacabana,283,146,1156.92,3627.13
2020-03-25,Noodle Bar,247,206,1718.96,1992.36
2020-03-25,Jack Rabbit,74,61,2442.64,1810.59
2020-03-26,Copacabana,212,256,440.23,3236.43
2020-03-26,Noodle Bar,99,104,389.65,2872.97
2020-03-26,Jack Rabbit,298,91,476.18,915.83
2020-03-27,Copacabana,34,80,1575.1,2819.85
2020-03-27,Noodle Bar,202,194,4779.93,3295.71
2020-03-27,Jack Rabbit,137,110,3076.64,2904.38
2020-03-28,Copacabana,135,239,4591.09,211.87
2020-03-28,Noodle Bar,117,67,1891.0,3746.99
2020-03-28,Jack Rabbit,258,163,1422.95,2832.16
2020-03-29,Copacabana,49,249,3572.08,243.25
2020-03-29,Noodle Bar,279,133,1466.54,1551.59
2020-03-29,Jack Rabbit,289,199,3755.9,942.25
2020-03-30,Copacabana,182,30,2941.72,1965.96
2020-03-30,Noodle Bar,249,18,974.43,2257.35
2020-03-30,Jack Rabbit,222,125,165.61,2717.78
2020-03-31,Copacabana,176,274,104.45,2607.22
2020-03-31,Noodle Bar,160,68,1776.9,4627.7
2020-03-31,Jack Rabbit,196,227,2578.29,1049.29
2020-04-01,Copacabana,47,10,2767.19,3852.84
2020-04-01,Noodle Bar,92,39,2933.4,4097.84
2020-04-01,Jack Rabbit,276,183,196.38,4345.03
2020-04-02,Copacabana,118,32,2096.54,3465.28
2020-04-02,Noodle Bar,268,281,529.19,2651.7
2020-04-02,Jack Rabbit,284,294,4028.64,3495.16
2020-04-03,Copacabana,299,135,2482.23,191.48
2020-04-03,Noodle Bar,94,97,4951.91,1517.02
2020-04-03,Jack Rabbit,267,55,3890.79,2401.88
2020-04-04,Copacabana,157,154,4149.24,3419.27
2020-04-04,Noodle Bar,242,113,4064.48,3217.89
2020-04-04,Jack Rabbit,62,52,3273.64,482.61
2020-04-05,Copacabana,58,83,2815.03,517.92
2020-04-05,Noodle Bar,87,201,3614.7,4529.22
2020-04-05,Jack Rabbit,138,276,3815.93,797.22
2020-04-06,Copacabana,119,31,509.46,4000.61
2020-04-06,Noodle Bar,244,212,4285.24,4597.51
2020-04-06,Jack Rabbit,246,76,3143.92,3552.18
2020-04-07,Copacabana,71,166,858.95,1511.79
2020-04-07,Noodle Bar,80,96,4978.51,2544.85
2020-04-07,Jack Rabbit,219,225,3478.22,759.48
2020-04-08,Copacabana,230,277,3748.73,3611.32
2020-04-08,Noodle Bar,85,123,2910.16,3836.24
2020-04-08,Jack Rabbit,40,227,4176.55,1242.33
2020-04-09,Copacabana,252,263,3470.84,1976.94
2020-04-09,Noodle Bar,16,52,1664.41,1581.7
2020-04-09,Jack Rabbit,229,7,4869.88,452.13
2020-04-10,Copacabana,187,25,3927.24,1156.04
2020-04-10,Noodle Bar,222,1,2577.69,3095.53
2020-04-10,Jack Rabbit,168,205,28.15,1335.03
2020-04-11,Copacabana,214,66,4775.29,3347.6
2020-04-11,Noodle Bar,243,113,4103.01,1422.94
2020-04-11,Jack Rabbit,118,57,4318.77,3637.0
2020-04-12,Copacabana,158,272,401.83,576.5
2020-04-12,Noodle Bar,13,167,1473.15,1829.31
2020-04-12,Jack Rabbit,105,192,1600.68,2193.06
2020-04-13,Copacabana,260,187,2121.01,833.64
2020-04-13,Noodle Bar,204,233,920.16,3411.22
2020-04-13,Jack Rabbit,13,37,2724.75,4665.41
2020-04-14,Copacabana,221,131,3779.73,1680.57
2020-04-14,Noodle Bar,61,257,891.43,2909.27
2020-04-14,Jack Rabbit,264,31,610.84,4719.26
2020-04-15,Copacabana,97,117,516.66,2999.02
2020-04-15,Noodle Bar,293,105,392.87,3121.9
2020-04-15,Jack Rabbit,280,169,224.59,2235.15
2020-04-16,Copacabana,8,171,4742.18,1172.75
2020-04-16,Noodle Bar,61,54,2574.59,4798.28
2020-04-16,Jack Rabbit,43,104,4566.04,1875.04
2020-04-17,Copacabana,140,78,1842.95,1518.6
2020-04-17,Noodle Bar,233,104,3508.78,82.95
2020-04-17,Jack Rabbit,265,87,3331.02,4854.94
2020-04-18,Copacabana,114,95,3877.28,4497.99
2020-04-18,Noodle Bar,15,247,4638.53,2292.17
2020-04-18,Jack Rabbit,11,257,267.07,2285.33
2020-04-19,Copacabana,162,185,122.92,824.32
2020-04-19,Noodle Bar,214,107,2135.55,4818.88
2020-04-19,Jack Rabbit,222,76,3745.13,3131.22
2020-04-20,Copacabana,278,148,1850.74,2974.87
2020-04-20,Noodle Bar,227,9,2528.51,1743.81
2020-04-20,Jack Rabbit,258,75,1228.15,4008.14
2020-04-21,Copacabana,295,282,1526.51,379.41
2020-04-21,Noodle Bar,11,128,579.49,308.78
2020-04-21,Jack Rabbit,11,2,2478.35,2359.33
2020-04-22,Copacabana,265,146,3618.65,4828.89
2020-04-22,Noodle Bar,105,278,34.74,2473.57
2020-04-22,Jack Rabbit,292,22,2092.26,3023.93
2020-04-23,Copacabana,241,6,3117.8,3409.24
2020-04-23,Noodle Bar,271,13,4291.41,2260.95
2020-04-23,Jack Rabbit,93,104,721.13,1078.55
2020-04-24,Copacabana,287,145,3375.08,4174.18
2020-04-24,Noodle Bar,82,16,2815.8,993.93
2020-04-24,Jack Rabbit,205,167,1480.01,2354.29
2020-04-25,Copacabana,55,214,1068.12,2923.39
2020-04-25,Noodle Bar,268,141,1762.95,662.06
2020-04-25,Jack Rabbit,146,155,272.67,2303.11
2020-04-26,Copacabana,181,282,1610.12,3599.13
2020-04-26,Noodle Bar,268,39,3613.35,28.33
2020-04-26,Jack Rabbit,185,134,4538.58,3364.54
2020-04-27,Copacabana,50,120,54.66,3922.27
2020-04-27,Noodle Bar,246,113,2672.1,286.73
2020-04-27,Jack Rabbit,77,166,4651.63,3450.7
2020-04-28,Copacabana,113,53,296.68,3031.11
2020-04-28,Noodle Bar,150,227,220.12,1472.84
2020-04-28,Jack Rabbit,243,198,3949.91,766.86
2020-04-29,Copacabana,143,94,2986.72,62.05
2020-04-29,Noodle Bar,283,69,1153.35,4847.51
2020-04-29,Jack Rabbit,9,242,3805.93,4196.23
2020-04-30,Copacabana,115,193,3104.17,336.45
2020-04-30,Noodle Bar,89,245,2889.78,4303.21
2020-04-30,Jack Rabbit,11,70,3492.68,4862.79
2020-05-01,Copacabana,94,90,4238.23,1085.53
2020-05-01,Noodle Bar,8,75,4748.31,3485.63
2020-05-01,Jack Rabbit,80,215,1332.73,1994.65
2020-05-02,Copacabana,10,136,3076.11,79.91
2020-05-02,Noodle Bar,236,208,314.68,3282.72
2020-05-02,Jack Rabbit,86,143,2866.48,4740.12
2020-05-03,Copacabana,193,166,2426.68,3195.2
2020-05-03,Noodle Bar,233,25,2049.78,1411.56
2020-05-03,Jack Rabbit,178,59,716.27,96.91
2020-05-04,Copacabana,177,39,590.7,4230.64
2020-05-04,Noodle Bar,241,172,3568.39,3990.09
2020-05-04,Jack Rabbit,127,268,4095.23,2104.36
2020-05-05,Copacabana,213,233,3761.98,1529.21
2020-05-05,Noodle Bar,54,177,625.68,709.95
2020-05-05,Jack Rabbit,57,45,659.5,2136.45
2020-05-06,Copacabana,212,143,3785.03,1399.07
2020-05-06,Noodle Bar,78,124,2689.94,1516.59
2020-05-06,Jack Rabbit,67,242,4730.96,2283.27
2020-05-07,Copacabana,239,132,2421.94,4029.12
2020-05-07,Noodle Bar,104,192,606.29,2043.49
2020-05-07,Jack Rabbit,137,177,3692.01,753.87
2020-05-08,Copacabana,78,41,2150.32,2733.81
2020-05-08,Noodle Bar,240,214,2528.4,4843.8
2020-05-08,Jack Rabbit,9,14,3466.57,2715.02
2020-05-09,Copacabana,3,268,2327.06,4477.31
2020-05-09,Noodle Bar,218,138,3898.58,4729.72
2020-05-09,Jack Rabbit,98,128,3556.35,276.99
2020-05-10,Copacabana,16,8,3859.33,2463.41
2020-05-10,Noodle Bar,79,257,3047.13,380.4
2020-05-10,Jack Rabbit,46,146,3000.52,4096.76
2020-05-11,Copacabana,258,57,2381.58,4982.26
2020-05-11,Noodle Bar,219,258,4728.17,1960.16
2020-05-11,Jack Rabbit,87,180,3562.92,3698.97
2020-05-12,Copacabana,18,142,3785.81,3707.79
2020-05-12,Noodle Bar,173,204,4753.75,808.51
2020-05-12,Jack Rabbit,43,40,4420.78,3899.18
2020-05-13,Copacabana,227,50,2999.95,892.9
2020-05-13,Noodle Bar,67,126,1799.04,330.87
2020-05-13,Jack Rabbit,146,279,3677.68,647.98
2020-05-14,Copacabana,8,55,4705.96,2771.96
2020-05-14,Noodle Bar,175,250,3654.16,4656.99
2020-05-14,Jack Rabbit,96,17,4965.6,1644.45
2020-05-15,Copacabana,111,36,4243.13,4410.89
2020-05-15,Noodle Bar,18,5,2348.52,4223.15
2020-05-15,Jack Rabbit,127,263,3447.63,2198.97
2020-05-16,Copacabana,175,255,1877.03,3456.33
2020-05-16,Noodle Bar,208,161,3303.97,2446.57
2020-05-16,Jack Rabbit,274,252,105.51,845.61
2020-05-17,Copacabana,125,239,4402.65,4073.32
2020-05-17,Noodle Bar,295,258,240.39,4773.54
2020-05-17,Jack Rabbit,49,263,3608.46,681.83
2020-05-18,Copacabana,52,79,790.28,3541.0
2020-05-18,Noodle Bar,246,166,3406.53,753.77
2020-05-18,Jack Rabbit,289,96,2509.33,1965.2
2020-05-19,Copacabana,200,162,3474.15,4203.78
2020-05-19,Noodle Bar,223,261,2880.44,2614.41
2020-05-19,Jack Rabbit,276,100,4560.2,1682.54
2020-05-20,Copacabana,172,192,2478.1,4990.08
2020-05-20,Noodle Bar,130,77,337.46,1437.88
2020-05-20,Jack Rabbit,278,227,2291.21,2435.45
2020-05-21,Copacabana,300,70,848.38,4753.04
2020-05-21,Noodle Bar,224,269,746.55,2945.38
2020-05-21,Jack Rabbit,76,74,1775.79,270.37
2020-05-22,Copacabana,274,226,2270.48,4174.5
2020-05-22,Noodle Bar,211,7,658.7,3624.81
2020-05-22,Jack Rabbit,208,246,3440.28,1645.19
2020-05-23,Copacabana,297,254,2762.64,2550.4
2020-05-23,Noodle Bar,54,274,3574.95,2840.65
2020-05-23,Jack Rabbit,288,33,3157.83,3511.62
2020-05-24,Copacabana,11,296,3347.94,1253.93
2020-05-24,Noodle Bar,209,217,2579.77,130.4
2020-05-24,Jack Rabbit,112,161,4929.3,3585.28
2020-05-25,Copacabana,260,116,1546.92,4362.16
2020-05-25,Noodle Bar,14,89,1790.63,4235.65
2020-05-25,Jack Rabbit,42,223,4059.06,3011.17
2020-05-26,Copacabana,8,294,2310.49,1617.22
2020-05-26,Noodle Bar,199,81,818.29,4474.22
2020-05-26,Jack Rabbit,121,284,4924.03,1664.39
2020-05-27,Copacabana,4,83,1276.3,411.46
2020-05-27,Noodle Bar,193,97,4382.73,1756.02
2020-05-27,Jack Rabbit,221,39,1117.19,3236.33
2020-05-28,Copacabana,83,192,4803.29,4402.27
2020-05-28,Noodle Bar,79,155,1627.49,1879.07
2020-05-28,Jack Rabbit,276,143,110.87,4961.79
2020-05-29,Copacabana,204,271,2120.24,561.71
2020-05-29,Noodle Bar,119,174,2964.36,3053.46
2020-05-29,Jack Rabbit,59,72,2490.41,286.92
2020-05-30,Copacabana,97,23,2830.57,3715.57
2020-05-30,Noodle Bar,223,219,1838.2,1160.26
2020-05-30,Jack Rabbit,228,178,1307.7,3849.44
2020-05-31,Copacabana,172,240,2937.67,4631.14
2020-05-31,Noodle Bar,226,119,1214.53,4241.91
2020-05-31,Jack Rabbit,248,59,889.52,4923.72
2020-06-01,Copacabana,108,95,2188.33,227.5
2020-06-01,Noodle Bar,9,230,526.77,1932.61
2020-06-01,Jack Rabbit,177,15,4727.35,3447.4
2020-06-02,Copacabana,120,216,1459.71,1937.0
2020-06-02,Noodle Bar,36,223,3864.05,2033.91
2020-06-02,Jack Rabbit,4,226,947.91,1349.58
2020-06-03,Copacabana,212,72,1600.34,1059.7
2020-06-03,Noodle Bar,153,207,1641.26,4256.05
2020-06-03,Jack Rabbit,180,275,3084.41,739.87
2020-06-04,Copacabana,78,94,3112.26,1409.21
2020-06-04,Noodle Bar,101,60,405.54,2124.92
2020-06-04,Jack Rabbit,69,268,1005.55,4152.32
2020-06-05,Copacabana,121,75,3834.14,823.69
2020-06-05,Noodle Bar,166,278,4539.34,4631.27
2020-06-05,Jack Rabbit,45,44,4913.47,3933.87
2020-06-06,Copacabana,47,20,2433.59,2338.58
2020-06-06,Noodle Bar,236,256,4043.26,1771.76
2020-06-06,Jack Rabbit,242,278,420.52,3760.26
2020-06-07,Copacabana,58,236,15.63,2185.26
2020-06-07,Noodle Bar,161,237,562.11,1683.17
2020-06-07,Jack Rabbit,97,4,3714.77,1466.38
2020-06-08,Copacabana,232,226,4714.42,4354.35
2020-06-08,Noodle Bar,173,194,3905.85,3613.56
2020-06-08,Jack Rabbit,120,191,269.46,738.27
2020-06-09,Copacabana,181,250,4155.3,3582.33
2020-06-09,Noodle Bar,0,195,4274.6,3355.12
2020-06-09,Jack Rabbit,204,64,1715.43,3350.01
2020-06-10,Copacabana,271,229,4340.08,3281.07
2020-06-10,Noodle Bar,112,57,2876.21,4119.41
2020-06-10,Jack Rabbit,153,66,2735.43,2189.68
2020-06-11,Copacabana,68,255,1677.99,525.26
2020-06-11,Noodle Bar,260,42,1348.66,996.63
2020-06-11,Jack Rabbit,208,206,1607.52,613.13
2020-06-12,Copacabana,71,171,2311.67,2756.72
2020-06-12,Noodle Bar,55,160,2907.82,4340.12
2020-06-12,Jack Rabbit,234,150,798.82,38.97
2020-06-13,Copacabana,97,284,1035.17,4222.75
2020-06-13,Noodle Bar,108,270,2477.35,985.75
2020-06-13,Jack Rabbit,132,275,2896.5,4289.19
2020-06-14,Copacabana,89,139,4316.25,4690.34
2020-06-14,Noodle Bar,102,60,4400.36,2594.38
2020-06-14,Jack Rabbit,185,88,2520.34,4878.1
2020-06-15,Copacabana,151,13,2751.56,2179.82
2020-06-15,Noodle Bar,62,255,623.98,3850.62
2020-06-15,Jack Rabbit,196,16,2752.93,370.9
2020-06-16,Copacabana,131,231,3569.09,877.37
2020-06-16,Noodle Bar,151,204,2634.37,2783.88
2020-06-16,Jack Rabbit,116,34,508.94,4557.51
2020-06-17,Copacabana,20,28,714.84,991.03
2020-06-17,Noodle Bar,91,103,3091.24,3039.78
2020-06-17,Jack Rabbit,71,63,4599.33,3335.0
2020-06-18,Copacabana,128,239,1539.95,837.38
2020-06-18,Noodle Bar,287,226,2983.69,2344.87
2020-06-18,Jack Rabbit,281,193,3901.73,1701.44
2020-06-19,Copacabana,249,83,3241.03,4484.16
2020-06-19,Noodle Bar,8,89,2549.9,3833.83
2020-06-19,Jack Rabbit,80,194,1817.57,2138.19
2020-06-20,Copacabana,114,67,4845.13,2500.35
2020-06-20,Noodle Bar,283,143,2890.83,2502.94
2020-06-20,Jack Rabbit,281,221,2205.09,911.79
2020-06-21,Copacabana,237,1,4804.47,1264.3
2020-06-21,Noodle Bar,163,71,2500.39,3831.63
2020-06-21,Jack Rabbit,164,21,3722.91,42.41
2020-06-22,Copacabana,243,148,4136.51,2491.92
2020-06-22,Noodle Bar,179,49,587.66,2011.44
2020-06-22,Jack Rabbit,6,276,4754.86,1096.43
2020-06-23,Copacabana,180,267,915.5,4169.15
2020-06-23,Noodle Bar,251,4,2862.7,1758.86
2020-06-23,Jack Rabbit,173,252,3453.15,1617.68
2020-06-24,Copacabana,188,142,3959.56,3455.76
2020-06-24,Noodle Bar,195,279,3709.91,1942.52
2020-06-24,Jack Rabbit,93,21,1944.94,4802.5
2020-06-25,Copacabana,211,229,3470.43,1538.03
2020-06-25,Noodle Bar,272,157,76.45,4023.8
2020-06-25,Jack Rabbit,174,80,2535.7,1928.85
2020-06-26,Copacabana,82,122,1156.88,1193.21
2020-06-26,Noodle Bar,270,156,1125.39,4091.39
2020-06-26,Jack Rabbit,262,285,3748.27,2035.74
2020-06-27,Copacabana,12,16,2279.41,3919.55
2020-06-27,Noodle Bar,102,124,4406.0,4646.23
2020-06-27,Jack Rabbit,224,174,457.93,3778.67
2020-06-28,Copacabana,234,127,867.54,2727.37
2020-06-28,Noodle Bar,34,292,2971.98,4218.99
2020-06-28,Jack Rabbit,289,86,3070.45,1627.46
2020-06-29,Copacabana,124,238,4756.67,3563.43
2020-06-29,Noodle Bar,0,291,1571.87,4542.02
2020-06-29,Jack Rabbit,169,101,280.12,1386.23
2020-06-30,Copacabana,157,122,3898.01,14.81
2020-06-30,Noodle Bar,92,131,4482.59,3441.54
2020-06-30,Jack Rabbit,279,176,1455.13,2658.84
2020-07-01,Copacabana,282,195,4491.37,3268.87
2020-07-01,Noodle Bar,232,152,4359.11,1826.01
2020-07-01,Jack Rabbit,13,299,4072.68,2825.38
2020-07-02,Copacabana,41,53,3016.74,3877.8
2020-07-02,Noodle Bar,111,111,4947.04,2779.29
2020-07-02,Jack Rabbit,11,215,2768.88,2779.78
2020-07-03,Copacabana,220,289,992.03,2982.36
2020-07-03,Noodle Bar,220,206,3351.97,4777.31
2020-07-03,Jack Rabbit,131,127,2349.26,2298.57
2020-07-04,Copacabana,199,271,2951.47,339.74
2020-07-04,Noodle Bar,167,156,1366.88,4169.81
2020-07-04,Jack Rabbit,111,22,4762.52,348.96
2020-07-05,Copacabana,120,64,1257.9,2605.23
2020-07-05,Noodle Bar,2,125,2402.95,1842.92
2020-07-05,Jack Rabbit,214,180,1805.12,3184.92
2020-07-06,Copacabana,139,70,23.96,2190.17
2020-07-06,Noodle Bar,278,89,714.16,1110.77
2020-07-06,Jack Rabbit,244,241,885.45,194.81
2020-07-07,Copacabana,95,78,4265.97,926.98
2020-07-07,Noodle Bar,226,115,4200.32,1141.21
2020-07-07,Jack Rabbit,100,170,1603.07,1361.9
2020-07-08,Copacabana,126,242,260.19,861.4
2020-07-08,Noodle Bar,205,151,1564.73,1192.81
2020-07-08,Jack Rabbit,205,266,2697.54,3567.83
2020-07-09,Copacabana,155,293,4573.94,1631.21
2020-07-09,Noodle Bar,293,198,3360.01,589.65
2020-07-09,Jack Rabbit,239,80,872.84,755.51
2020-07-10,Copacabana,270,17,3200.54,760.72
2020-07-10,Noodle Bar,218,227,1582.96,2405.41
2020-07-10,Jack Rabbit,278,261,1225.58,562.71
2020-07-11,Copacabana,19,117,2631.59,173.7
2020-07-11,Noodle Bar,283,35,602.8,32.04
2020-07-11,Jack Rabbit,262,232,3789.61,2419.59
2020-07-12,Copacabana,224,21,2275.08,1225.12
2020-07-12,Noodle Bar,119,149,1908.73,1837.51
2020-07-12,Jack Rabbit,14,152,1144.64,4917.2
2020-07-13,Copacabana,279,120,817.1,3606.78
2020-07-13,Noodle Bar,182,7,2499.94,3846.65
2020-07-13,Jack Rabbit,279,258,4417.66,3978.36
2020-07-14,Copacabana,80,206,4644.02,2893.92
2020-07-14,Noodle Bar,133,41,4389.75,2937.99
2020-07-14,Jack Rabbit,195,259,837.18,4319.55
2020-07-15,Copacabana,7,274,3788.95,2065.51
2020-07-15,Noodle Bar,150,87,1087.41,620.67
2020-07-15,Jack Rabbit,232,247,3698.39,2674.3
2020-07-16,Copacabana,158,114,1515.29,1653.94
2020-07-16,Noodle Bar,124,249,656.36,622.39
2020-07-16,Jack Rabbit,126,89,1757.86,173.48
2020-07-17,Copacabana,271,15,3535.55,4491.88
2020-07-17,Noodle Bar,202,0,100.68,2129.36
2020-07-17,Jack Rabbit,66,52,133.31,2003.52
2020-07-18,Copacabana,168,98,4236.31,429.57
2020-07-18,Noodle Bar,60,127,4627.79,2064.25
2020-07-18,Jack Rabbit,229,118,3058.51,3255.74
2020-07-19,Copacabana,258,0,3774.76,960.52
